Numeris,Vardas,Pavardė,Asmens_kodas,Aprasymas
40,Urtė,Butkutė,47911128821,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
41,Viltė,Pociūtė,47911128822,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
42,Kamilė,Lukoševičiūtė,47911128823,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
43,Ugnė,Balčiūnaitė,47911128824,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
44,Austėja,Kavaliauskaitė,47911128825,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
45,Ieva,Nelaimė,47911128826,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
46,Viktorija,Šimonytė,47911128827,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
47,Greta,Dark,47911128828,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
48,Urtė,Kazlauskaitė,47911128829,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
49,Viltė,Stankevičiūtė,47911128830,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
50,Karolina,Jankauskaitė,47911128831,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
51,Rugilė,Petrauskaitė,47911128832,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
52,Miglė,Vasiliauskaitė,47911128833,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
53,Evelina,Butkutė,47911128834,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
54,Goda,Pociūtė,47911128835,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
55,Augustė,Lukoševičiūtė,47911128836,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
56,Deimantė,Balčiūnaitė,47911128837,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
57,Ema,Kavaliauskaitė,47911128838,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
58,Saulė,Lukoševičiūtė,47911128839,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
59,Greta,Balčiūnaitė,47911128840,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
60,Urtė,Kavaliauskaitė,47911128841,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
61,Viltė,Nelaimė,47911128842,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
62,Karolina,Pavardė,47911128843,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
63,Rugilė,Nelaimė,47911128844,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
64,Miglė,Šimonytė,47911128845,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
65,Evelina,Dark,47911128846,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
66,Goda,Kazlauskaitė,47911128847,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
67,Augustė,Stankevičiūtė,47911128848,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
68,Deimantė,Jankauskaitė,47911128849,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
69,Ema,Petrauskaitė,47911128850,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
70,Saulė,Vasiliauskaitė,47911128851,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
71,Liepa,Butkutė,47911128852,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
72,Paulina,Pociūtė,47911128853,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
73,Žana,Lukoševičiūtė,47911128854,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
74,Gabija,Balčiūnaitė,47911128855,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
75,Emilija,Kavaliauskaitė,47911128856,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
76,Gabrielė,Nelaimė,47911128857,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
77,Miglė,Šimonytė,47911128858,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
78,Evelina,Dark,47911128859,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
79,Goda,Kazlauskaitė,47911128860,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
80,Augustė,Stankevičiūtė,47911128861,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
81,Deimantė,Jankauskaitė,47911128862,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
82,Ema,Petrauskaitė,47911128863,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
83,Saulė,Vasiliauskaitė,47911128864,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
84,Simona,Butkutė,47911128865,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
85,Žana,Pociūtė,47911128866,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
86,Gabija,Lukoševičiūtė,47911128867,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
87,Emilija,Balčiūnaitė,47911128868,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
88,Gabrielė,Kavaliauskaitė,47911128869,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
89,Kamilė,Lukoševičiūtė,47911128870,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
90,Ugnė,Balčiūnaitė,47911128871,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
91,Austėja,Kavaliauskaitė,47911128872,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
92,Ieva,Nelaimė,47911128873,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
93,Viktorija,Pavardė,47911128874,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
94,Greta,Nelaimė,47911128875,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
95,Urtė,Šimonytė,47911128876,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
96,Viltė,Dark,47911128877,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
97,Karolina,Kazlauskaitė,47911128878,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
98,Rugilė,Stankevičiūtė,47911128879,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
99,Miglė,Jankauskaitė,47911128880,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
100,Evelina,Petrauskaitė,47911128881,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
101,Goda,Vasiliauskaitė,47911128882,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
102,Augustė,Butkutė,47911128883,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
103,Deimantė,Pociūtė,47911128884,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
104,Ema,Lukoševičiūtė,47911128885,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
105,Saulė,Balčiūnaitė,47911128886,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
106,Liepa,Kavaliauskaitė,47911128887,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
107,Paulina,Nelaimė,47911128888,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
108,Aistė,Šimonytė,47911128889,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
109,Kotryna,Dark,47911128890,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
110,Karina,Kazlauskaitė,47911128891,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
111,Agnė,Stankevičiūtė,47911128892,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
112,Gustė,Jankauskaitė,47911128893,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
113,Gabija,Petrauskaitė,47911128894,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
114,Emilija,Vasiliauskaitė,47911128895,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
115,Gabrielė,Butkutė,47911128896,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
116,Kamilė,Pociūtė,47911128897,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
117,Ugnė,Lukoševičiūtė,47911128898,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
118,Austėja,Balčiūnaitė,47911128899,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
119,Ieva,Kavaliauskaitė,47911128900,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
120,Viktorija,Lukoševičiūtė,47911128901,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
121,Greta,Balčiūnaitė,47911128902,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
122,Urtė,Kavaliauskaitė,47911128903,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
123,Viltė,Nelaimė,47911128904,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
124,Kamilė,Pavardė,47911128905,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
125,Ugnė,Nelaimė,47911128906,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
126,Austėja,Šimonytė,47911128907,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
127,Ieva,Dark,47911128908,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
128,Viktorija,Kazlauskaitė,47911128909,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
129,Greta,Stankevičiūtė,47911128910,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
130,Urtė,Jankauskaitė,47911128911,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
131,Viltė,Petrauskaitė,47911128912,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
132,Karolina,Vasiliauskaitė,47911128913,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
133,Rugilė,Butkutė,47911128914,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
134,Miglė,Pociūtė,47911128915,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
135,Evelina,Lukoševičiūtė,47911128916,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
136,Goda,Balčiūnaitė,47911128917,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
137,Augustė,Kavaliauskaitė,47911128918,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
138,Deimantė,Nelaimė,47911128919,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
139,Ema,Šimonytė,47911128920,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
140,Saulė,Dark,47911128921,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
141,Greta,Kazlauskaitė,47911128922,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
142,Urtė,Stankevičiūtė,47911128923,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
143,Viltė,Jankauskaitė,47911128924,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
144,Karolina,Petrauskaitė,47911128925,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
145,Rugilė,Vasiliauskaitė,47911128926,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
146,Miglė,Butkutė,47911128927,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
147,Evelina,Pociūtė,47911128928,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
148,Goda,Lukoševičiūtė,47911128929,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
149,Augustė,Balčiūnaitė,47911128930,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
150,Deimantė,Kavaliauskaitė,47911128931,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
151,Saulė,Lukoševičiūtė,47911128932,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
152,Greta,Balčiūnaitė,47911128933,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
153,Urtė,Kavaliauskaitė,47911128934,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
154,Viltė,Nelaimė,47911128935,"Ilgas ilgas kandidatės aprasymas, beveik atitinka reikalavimus, taigi pirmyn visi balsuoti!!!"
